besttime Êרטרעמפ 1.600000000000001
point 0.05 3.0 -0.2
point 1.0 2.0 -0.4
point 2.22 2.89 0.0
body  0.2 3.7 0.1
velocity 0 0
velocity 0.02 0.19599999999999979
velocity 0.04 0.39200000000000074
velocity 0.06 0.588
velocity 0.08 0.7839999999999961
velocity 0.1 0.9799999999999923
velocity 0.12000000000000001 1.1759999999999886
velocity 0.14 1.3719999999999848
velocity 0.16 1.567999999999981
velocity 0.18 1.7639999999999771
velocity 0.19999999999999998 1.9599999999999733
velocity 0.21999999999999997 2.1559999999999695
velocity 0.23999999999999996 2.3519999999999657
velocity 0.25999999999999995 2.547999999999962
velocity 0.27999999999999997 2.743999999999958
velocity 0.3 2.939999999999954
velocity 0.32 3.1359999999999504
velocity 0.34 3.3319999999999466
velocity 0.36000000000000004 3.5279999999999427
velocity 0.38000000000000006 3.7150214418057566
velocity 0.4000000000000001 3.8809019068897053
velocity 0.4200000000000001 4.050000639378336
velocity 0.4400000000000001 4.219099382720691
velocity 0.46000000000000013 4.388198135662031
velocity 0.48000000000000015 4.557296897133841
velocity 0.5000000000000001 4.726395666220525
velocity 0.5200000000000001 4.895494442132991
velocity 0.5400000000000001 5.064593224187531
velocity 0.5600000000000002 5.233692011788802
velocity 0.5800000000000002 5.402790804415992
velocity 0.6000000000000002 5.571889601611512
velocity 0.6200000000000002 5.740988402971686
velocity 0.6400000000000002 5.768145530879949
velocity 0.6600000000000003 5.7159699748313475
velocity 0.6800000000000003 5.663794418782745
velocity 0.7000000000000003 5.611618862734142
velocity 0.7200000000000003 5.55944330668554
velocity 0.7400000000000003 5.507267750636937
velocity 0.7600000000000003 5.455092194588334
velocity 0.7800000000000004 5.402916638539732
velocity 0.8000000000000004 5.35074108249113
velocity 0.8200000000000004 5.298565526442528
velocity 0.8400000000000004 5.246389970393925
velocity 0.8600000000000004 5.194214414345322
velocity 0.8800000000000004 5.142038858296719
velocity 0.9000000000000005 5.056384077043793
velocity 0.9200000000000005 4.946162640177527
velocity 0.9400000000000005 4.841369825947387
velocity 0.9600000000000005 4.742365519453318
velocity 0.9800000000000005 4.649519507283053
velocity 1.0000000000000004 4.563207706987655
velocity 1.0200000000000005 4.483807478652204
velocity 1.0400000000000005 4.4116920148763015
velocity 1.0600000000000005 4.347223868473903
velocity 1.0800000000000005 4.29074775431219
velocity 1.1000000000000005 4.242582847705037
velocity 1.1200000000000006 4.2030148879282905
velocity 1.1400000000000006 4.172288469970975
velocity 1.1600000000000006 4.150599957254205
velocity 1.1800000000000006 4.138091460282685
velocity 1.2000000000000006 4.134846292447926
velocity 1.2200000000000006 4.140886232520308
velocity 1.2400000000000007 4.156170800049259
velocity 1.2600000000000007 4.180598599206574
velocity 1.2800000000000007 4.214010628391181
velocity 1.3000000000000007 4.256195308570755
velocity 1.3200000000000007 4.306894871390009
velocity 1.3400000000000007 4.365812680556899
velocity 1.3600000000000008 4.432621040673031
velocity 1.3800000000000008 4.506969072306035
velocity 1.4000000000000008 4.588490290632526
velocity 1.4200000000000008 4.676809604392166
velocity 1.4400000000000008 4.771549539116266
velocity 1.4600000000000009 4.872335572674206
velocity 1.4800000000000009 4.978800544433601
velocity 1.5000000000000009 5.090588157547039
velocity 1.520000000000001 5.207355635854342
velocity 1.540000000000001 5.3287756236090305
velocity 1.560000000000001 5.454537430000425
velocity 1.580000000000001 5.584347724110799
velocity 1.600000000000001 5.717930782397359
