besttime Êרטרעמפ 3.1600000000000024
point 0.0 3.27 0.2
point 1.21 1.43 0.2
point 1.85 1.36 0.4
point 2.49 2.75 0.0
point 3.47 1.27 0.2
point 3.91 1.46 0.2
point 4.49 2.61 0.2
point 5.71 0.89 0.2
body  0.2 3.7 0.1
velocity 0 0
velocity 0.02 0.19599999999999979
velocity 0.04 0.39200000000000074
velocity 0.06 0.588
velocity 0.08 0.7839999999999961
velocity 0.1 0.9799999999999923
velocity 0.12000000000000001 1.1759999999999886
velocity 0.14 1.3719999999999848
velocity 0.16 1.567999999999981
velocity 0.18 1.7639999999999771
velocity 0.19999999999999998 1.9599999999999733
velocity 0.21999999999999997 2.1559999999999695
velocity 0.23999999999999996 2.3519999999999657
velocity 0.25999999999999995 2.547999999999962
velocity 0.27999999999999997 2.743999999999958
velocity 0.3 2.939999999999954
velocity 0.32 3.1359999999999504
velocity 0.34 3.2997034812453006
velocity 0.36000000000000004 3.441594135893288
velocity 0.38000000000000006 3.5899110759676485
velocity 0.4000000000000001 3.7426173823268827
velocity 0.4200000000000001 3.8991973799277524
velocity 0.4400000000000001 4.059202821340118
velocity 0.46000000000000013 4.222244294438171
velocity 0.48000000000000015 4.387983388648571
velocity 0.5000000000000001 4.5561257177777605
velocity 0.5200000000000001 4.726414803351084
velocity 0.5400000000000001 4.898626769868957
velocity 0.5600000000000002 5.067248730009944
velocity 0.5800000000000002 5.20889280515033
velocity 0.6000000000000002 5.351117630355109
velocity 0.6200000000000002 5.493342455569168
velocity 0.6400000000000002 5.635567280791807
velocity 0.6600000000000003 5.777792106022391
velocity 0.6800000000000003 5.920016931260347
velocity 0.7000000000000003 6.062241756505156
velocity 0.7200000000000003 6.204466581756347
velocity 0.7400000000000003 6.336380147956591
velocity 0.7600000000000003 6.318722989732808
velocity 0.7800000000000004 6.3010658317343315
velocity 0.8000000000000004 6.28340867396306
velocity 0.8200000000000004 6.2657515164209165
velocity 0.8400000000000004 6.076649819379584
velocity 0.8600000000000004 5.865825710037041
velocity 0.8800000000000004 5.655001600694495
velocity 0.9000000000000005 5.444177491351951
velocity 0.9200000000000005 5.2333533820094065
velocity 0.9400000000000005 5.022529272666862
velocity 0.9600000000000005 4.8117051633243175
velocity 0.9800000000000005 4.600881053981765
velocity 1.0000000000000004 4.390056944639214
velocity 1.0200000000000005 4.179232835296701
velocity 1.0400000000000005 3.9684087259541876
velocity 1.0600000000000005 3.757584616611674
velocity 1.0800000000000005 3.546760507269161
velocity 1.1000000000000005 3.3359363979266474
velocity 1.1200000000000006 3.125112288584134
velocity 1.1400000000000006 2.914616070930513
velocity 1.1600000000000006 2.7373472489010267
velocity 1.1800000000000006 2.5627502314136192
velocity 1.2000000000000006 2.3914722528507615
velocity 1.2200000000000006 2.2242801810247808
velocity 1.2400000000000007 2.0621680608631694
velocity 1.2600000000000007 1.906432243429777
velocity 1.2800000000000007 1.758767376981168
velocity 1.3000000000000007 1.6213801139392763
velocity 1.3200000000000007 1.4971026222080637
velocity 1.3400000000000007 1.3894571058391032
velocity 1.3600000000000008 1.3025735436094543
velocity 1.3800000000000008 1.2408209476212908
velocity 1.4000000000000008 1.2080593576477554
velocity 1.4200000000000008 1.206652476541948
velocity 1.4400000000000008 1.2367073165018978
velocity 1.4600000000000009 1.2960369494091732
velocity 1.4800000000000009 1.3808731157417546
velocity 1.5000000000000009 1.4868561965848759
velocity 1.520000000000001 1.609814938701757
velocity 1.540000000000001 1.7461669234101984
velocity 1.560000000000001 1.8930202618979888
velocity 1.580000000000001 2.048117306088892
velocity 1.600000000000001 2.209722898248852
velocity 1.620000000000001 2.3765096411733304
velocity 1.640000000000001 2.547460080577176
velocity 1.660000000000001 2.721789787929764
velocity 1.680000000000001 2.898889172980441
velocity 1.700000000000001 3.0782802381797043
velocity 1.720000000000001 3.2595846380040765
velocity 1.740000000000001 3.442500079862981
velocity 1.7600000000000011 3.626782815030574
velocity 1.7800000000000011 3.812234564523221
velocity 1.8000000000000012 3.9986926816761015
velocity 1.8200000000000012 4.1860226886669505
velocity 1.8400000000000012 4.374112565718823
velocity 1.8600000000000012 4.562868344048968
velocity 1.8800000000000012 4.752210676376738
velocity 1.9000000000000012 4.942072146399117
velocity 1.9200000000000013 5.132395141428505
velocity 1.9400000000000013 5.323130157651972
velocity 1.9600000000000013 5.514234440323419
velocity 1.9800000000000013 5.705670885215337
velocity 2.0000000000000013 5.868745358334991
velocity 2.0200000000000014 5.931793080000721
velocity 2.0400000000000014 5.818103576547394
velocity 2.0600000000000014 5.704414073094066
velocity 2.0800000000000014 5.574299628952568
velocity 2.1000000000000014 5.381644900141886
velocity 2.1200000000000014 5.188990171331203
velocity 2.1400000000000015 4.996335442520521
velocity 2.1600000000000015 4.803680713709838
velocity 2.1800000000000015 4.611025984899156
velocity 2.2000000000000015 4.418371256088473
velocity 2.2200000000000015 4.225716527277791
velocity 2.2400000000000015 4.0330617984671076
velocity 2.2600000000000016 3.8404070696564254
velocity 2.2800000000000016 3.647752340845743
velocity 2.3000000000000016 3.4550976120350603
velocity 2.3200000000000016 3.2624428832243777
velocity 2.3400000000000016 3.069788154413695
velocity 2.3600000000000017 2.8771334256030126
velocity 2.3800000000000017 2.68447869679233
velocity 2.4000000000000017 2.5106137836302715
velocity 2.4200000000000017 2.340654081103995
velocity 2.4400000000000017 2.175080109840385
velocity 2.4600000000000017 2.0149733102594025
velocity 2.4800000000000018 1.861744718776504
velocity 2.5000000000000018 1.7172365459442882
velocity 2.520000000000002 1.5838375268824554
velocity 2.540000000000002 1.4645863813362436
velocity 2.560000000000002 1.3632010949342912
velocity 2.580000000000002 1.283921018624005
velocity 2.600000000000002 1.231024426605318
velocity 2.620000000000002 1.2079822414809758
velocity 2.640000000000002 1.216492109537852
velocity 2.660000000000002 1.2559128191886186
velocity 2.680000000000002 1.3234851590542127
velocity 2.700000000000002 1.4151822932298157
velocity 2.720000000000002 1.526663315831504
velocity 2.740000000000002 1.653932536937369
velocity 2.760000000000002 1.7936322905140056
velocity 2.780000000000002 1.9430833102080185
velocity 2.800000000000002 2.1002049202978696
velocity 2.820000000000002 2.2634002438980625
velocity 2.840000000000002 2.4314466107468276
velocity 2.860000000000002 2.6034048048174636
velocity 2.880000000000002 2.7785486381528526
velocity 2.900000000000002 2.956311974642644
velocity 2.920000000000002 3.1362494237942715
velocity 2.940000000000002 3.3180072943084844
velocity 2.960000000000002 3.50130209520954
velocity 2.980000000000002 3.6859045455292407
velocity 3.000000000000002 3.8716276003236056
velocity 3.0200000000000022 4.058317413956419
velocity 3.0400000000000023 4.245846463222197
velocity 3.0600000000000023 4.434108269549946
velocity 3.0800000000000023 4.623013314162747
velocity 3.1000000000000023 4.812485850343964
velocity 3.1200000000000023 5.00246139581264
velocity 3.1400000000000023 5.192884744862979
velocity 3.1600000000000024 5.352248827388908
