besttime Êרטרעמפ 2.2400000000000015
point 0.09 3.15 0.7
point 0.69 2.64 0.2
point 0.98 2.31 1.0
point 1.34 2.0 1.0
point 1.81 1.09 1.0
point 2.23 1.21 0.4
point 2.46 2.24 1.0
point 2.72 2.69 0.2
body  0.2 3.7 0.1
velocity 0 0
velocity 0.02 0.19599999999999979
velocity 0.04 0.39200000000000074
velocity 0.06 0.588
velocity 0.08 0.7839999999999961
velocity 0.1 0.9799999999999923
velocity 0.12000000000000001 1.1759999999999886
velocity 0.14 1.3719999999999848
velocity 0.16 1.567999999999981
velocity 0.18 1.7639999999999771
velocity 0.19999999999999998 1.9599999999999733
velocity 0.21999999999999997 2.1559999999999695
velocity 0.23999999999999996 2.3519999999999657
velocity 0.25999999999999995 2.547999999999962
velocity 0.27999999999999997 2.743999999999958
velocity 0.3 2.939999999999954
velocity 0.32 3.13123255209336
velocity 0.34 3.152218442581349
velocity 0.36000000000000004 3.1873148555727466
velocity 0.38000000000000006 3.305352854066789
velocity 0.4000000000000001 3.430535088177967
velocity 0.4200000000000001 3.5621084335759567
velocity 0.4400000000000001 3.6597071368481684
velocity 0.46000000000000013 3.682041077352869
velocity 0.48000000000000015 3.704419142527741
velocity 0.5000000000000001 3.7268201422317957
velocity 0.5200000000000001 3.7684059699465067
velocity 0.5400000000000001 3.8398462581136656
velocity 0.5600000000000002 3.9642555813930254
velocity 0.5800000000000002 4.097222393562157
velocity 0.6000000000000002 4.235088236389965
velocity 0.6200000000000002 4.377390249647627
velocity 0.6400000000000002 4.5237098078249405
velocity 0.6600000000000003 4.673669591778285
velocity 0.6800000000000003 4.732831988312832
velocity 0.7000000000000003 4.7122048171954525
velocity 0.7200000000000003 4.69157679784519
velocity 0.7400000000000003 4.766701600645276
velocity 0.7600000000000003 4.875498866329659
velocity 0.7800000000000004 5.008952987010003
velocity 0.8000000000000004 5.146412620123952
velocity 0.8200000000000004 5.287565383715432
velocity 0.8400000000000004 5.432123389390235
velocity 0.8600000000000004 5.579821981753134
velocity 0.8800000000000004 5.730418324917521
velocity 0.9000000000000005 5.883689914419827
velocity 0.9200000000000005 6.039433072693224
velocity 0.9400000000000005 6.099550181762839
velocity 0.9600000000000005 5.891468076803919
velocity 0.9800000000000005 5.683093216587366
velocity 1.0000000000000004 5.474718356370812
velocity 1.0200000000000005 5.266343496154259
velocity 1.0400000000000005 5.057968635937706
velocity 1.0600000000000005 4.849593775721152
velocity 1.0800000000000005 4.641218915504599
velocity 1.1000000000000005 4.432844055288047
velocity 1.1200000000000006 4.224469195071496
velocity 1.1400000000000006 4.013018855634639
velocity 1.1600000000000006 3.7973667938433944
velocity 1.1800000000000006 3.606409348166491
velocity 1.2000000000000006 3.416023156552199
velocity 1.2200000000000006 3.2263093505829588
velocity 1.2400000000000007 3.0373939232864116
velocity 1.2600000000000007 2.84943567479166
velocity 1.2800000000000007 2.662637317460563
velocity 1.3000000000000007 2.477261250633804
velocity 1.3200000000000007 2.293652354531944
velocity 1.3400000000000007 2.1122715126157674
velocity 1.3600000000000008 1.9337457854036217
velocity 1.3800000000000008 1.758944735380971
velocity 1.4000000000000008 1.5890979836632464
velocity 1.4200000000000008 1.4259769357323961
velocity 1.4400000000000008 1.272171388138764
velocity 1.4600000000000009 1.1314865710016455
velocity 1.4800000000000009 1.009423439352986
velocity 1.5000000000000009 0.9134776951154063
velocity 1.520000000000001 0.8525135301163839
velocity 1.540000000000001 0.8342356613029931
velocity 1.560000000000001 0.8613657516687008
velocity 1.580000000000001 0.9299380504667666
velocity 1.600000000000001 1.0317221511938537
velocity 1.620000000000001 1.1579932714926329
velocity 1.640000000000001 1.3016444354662855
velocity 1.660000000000001 1.4575459018289876
velocity 1.680000000000001 1.6221694965374627
velocity 1.700000000000001 1.7931145236862953
velocity 1.720000000000001 1.9687350036540858
velocity 1.740000000000001 2.1478843856620804
velocity 1.7600000000000011 2.329748731887001
velocity 1.7800000000000011 2.513738843493334
velocity 1.8000000000000012 2.69942008454507
velocity 1.8200000000000012 2.8864661114247334
velocity 1.8400000000000012 3.074627852596396
velocity 1.8600000000000012 3.263712342030104
velocity 1.8800000000000012 3.453568020334582
velocity 1.9000000000000012 3.6440743530608457
velocity 1.9200000000000013 3.8351343796787503
velocity 1.9400000000000013 4.026669284874536
velocity 1.9600000000000013 4.218614387368244
velocity 1.9800000000000013 4.4109161371385
velocity 2.0000000000000013 4.6035298400713485
velocity 2.0200000000000014 4.796417914234109
velocity 2.0400000000000014 4.989548539451686
velocity 2.0600000000000014 5.182894601195654
velocity 2.0800000000000014 5.376432857077423
velocity 2.1000000000000014 5.570143273401536
velocity 2.1200000000000014 5.764008492861464
velocity 2.1400000000000015 5.958013404259662
velocity 2.1600000000000015 6.152144792257134
velocity 2.1800000000000015 6.346391050388826
velocity 2.2000000000000015 6.540741944459681
velocity 2.2200000000000015 6.735188416337962
velocity 2.2400000000000015 6.929722420352201
